SBER	D	14/06/13	00:00	93.7000000
SBER	D	17/06/13	00:00	95.6400000
SBER	D	18/06/13	00:00	96.3700000
SBER	D	19/06/13	00:00	94.5700000
SBER	D	20/06/13	00:00	91.3000000
SBER	D	21/06/13	00:00	91.5000000
SBER	D	24/06/13	00:00	88.8800000
SBER	D	25/06/13	00:00	89.5700000
SBER	D	26/06/13	00:00	92.5100000
SBER	D	27/06/13	00:00	93.2400000
SBER	D	28/06/13	00:00	93.6800000
SBER	D	01/07/13	00:00	95.4200000
SBER	D	02/07/13	00:00	94.8000000
SBER	D	03/07/13	00:00	93.0400000
SBER	D	04/07/13	00:00	93.9500000
SBER	D	05/07/13	00:00	93.2000000
SBER	D	08/07/13	00:00	92.8400000
SBER	D	09/07/13	00:00	92.3900000
SBER	D	10/07/13	00:00	91.1400000
SBER	D	11/07/13	00:00	95.5100000
SBER	D	12/07/13	00:00	98.5700000
SBER	D	15/07/13	00:00	99.9000000
SBER	D	16/07/13	00:00	99.4700000
SBER	D	17/07/13	00:00	101.1500000
SBER	D	18/07/13	00:00	98.3900000
SBER	D	19/07/13	00:00	99.9900000
SBER	D	22/07/13	00:00	97.7700000
SBER	D	23/07/13	00:00	96.8500000
SBER	D	24/07/13	00:00	96.4600000
SBER	D	25/07/13	00:00	95.7700000
SBER	D	26/07/13	00:00	94.8100000
SBER	D	29/07/13	00:00	94.2800000
SBER	D	30/07/13	00:00	94.0600000
SBER	D	31/07/13	00:00	95.2300000
SBER	D	01/08/13	00:00	96.8400000
SBER	D	02/08/13	00:00	96.9900000
SBER	D	05/08/13	00:00	96.2200000
SBER	D	06/08/13	00:00	94.7100000
SBER	D	07/08/13	00:00	94.4100000
SBER	D	08/08/13	00:00	94.0200000
SBER	D	09/08/13	00:00	95.7000000
SBER	D	12/08/13	00:00	96.2400000
SBER	D	13/08/13	00:00	97.3900000
SBER	D	14/08/13	00:00	98.0000000
SBER	D	15/08/13	00:00	95.4200000
SBER	D	16/08/13	00:00	93.8000000
SBER	D	19/08/13	00:00	93.6000000
SBER	D	20/08/13	00:00	91.7500000
SBER	D	21/08/13	00:00	90.6300000
SBER	D	22/08/13	00:00	92.0800000
SBER	D	23/08/13	00:00	91.9100000
SBER	D	26/08/13	00:00	91.2900000
SBER	D	27/08/13	00:00	90.0600000
SBER	D	28/08/13	00:00	89.3900000
SBER	D	29/08/13	00:00	89.8200000
SBER	D	30/08/13	00:00	88.2300000
SBER	D	02/09/13	00:00	89.4800000
SBER	D	03/09/13	00:00	90.4500000
SBER	D	04/09/13	00:00	90.3300000
SBER	D	05/09/13	00:00	92.7800000
SBER	D	06/09/13	00:00	92.4700000
SBER	D	09/09/13	00:00	94.8100000
SBER	D	10/09/13	00:00	96.5500000
SBER	D	11/09/13	00:00	95.5000000
SBER	D	12/09/13	00:00	95.5300000
SBER	D	13/09/13	00:00	95.8200000
SBER	D	16/09/13	00:00	98.9700000
SBER	D	17/09/13	00:00	99.6000000
